SalePrice,LotArea,YearBuilt,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,zipCode
127000,2665,1977,1475,2,0,4,6,1,50020
144000,4435,2003,848,1,0,1,4,2,50015
232000,10635,2003,1668,2,0,3,8,2,50015
105000,5400,1920,1374,1,0,2,6,1,50027
165500,9600,1955,1661,1,0,3,8,1,50022
274300,9750,1998,2097,2,1,3,8,2,50015
466500,11400,2001,2633,2,1,2,8,3,50025
250000,10625,2005,1958,2,1,3,9,3,50031
91000,6292,1930,790,1,0,2,4,1,50028
117000,10998,1941,1604,2,0,3,6,2,50017
83000,1953,1973,987,1,1,2,5,1,50012
167500,9735,2006,1394,2,1,3,7,2,50033
58500,8212,1914,864,1,0,2,5,1,50017
237500,12925,1970,2117,2,1,4,7,2,50022
157000,7200,1920,1762,1,1,4,8,2,50027
112000,25339,1918,1416,2,0,3,7,2,50029
105000,9060,1939,1258,1,0,2,6,1,50017
125500,5436,1922,1154,1,0,3,7,1,50019
250000,16692,1978,2784,3,1,5,12,2,50024
377500,14892,2006,1746,2,0,3,7,3,50018
131000,6000,1941,1218,1,0,3,6,2,50013
235000,9100,2000,1525,2,0,3,6,2,50015
124000,8944,1967,1584,2,0,4,8,3,50022
123000,7838,1967,900,1,0,3,6,1,50022
163000,10800,1905,1912,2,0,3,7,2,50027
281213,12665,2005,2482,2,1,4,9,3,50033
160000,57200,1948,1687,1,0,3,7,2,50033
137500,6120,1920,1513,1,1,4,8,1,50013
138000,7200,1950,1904,1,1,3,7,1,50022
137450,6171,1925,1608,2,1,3,7,1,50028
120000,6000,1929,1158,1,0,3,5,1,50013
193000,7415,2004,1593,2,1,3,8,2,50018
282922,15256,2007,1464,2,0,3,6,3,50031
275000,3842,2004,1646,2,0,2,5,2,50016
133000,8445,1972,768,1,0,2,5,2,50015
112000,8780,1985,833,1,0,3,5,0,50021
125500,7740,1910,1363,1,0,3,6,2,50027
215000,20544,1986,2093,2,1,3,7,2,50024
230000,12420,2001,1840,2,1,3,6,2,50015
140000,9600,1950,1668,1,1,3,6,1,50022
90000,7200,1949,1040,2,0,2,6,2,50022
207000,13053,1923,1848,1,1,4,8,2,50013
175900,3635,2007,1569,2,0,1,7,3,50010
122500,11340,1885,2290,2,0,4,11,2,50027
340000,16545,1998,2450,2,1,3,7,3,50025
124000,9204,1963,1144,1,1,3,6,1,50022
223000,16381,1969,1844,2,0,3,7,2,50016
179900,11700,1968,1416,2,1,3,7,2,50024
127500,4043,1977,1069,2,0,2,4,2,50023
136500,4435,2003,848,1,0,1,3,2,50015
144000,9503,1958,1344,1,0,2,6,1,50022
142000,10721,1959,1252,1,0,3,7,2,50022
271000,10944,1994,2127,2,1,3,5,2,50025
140000,10930,1945,1558,1,1,3,6,1,50022
182900,12546,1981,1440,2,0,3,7,2,50024
192140,21930,2005,1838,2,1,4,7,2,50018
143750,4928,1976,958,2,0,2,5,2,50023
64500,10800,1927,968,2,0,4,5,1,50027
186500,10261,2000,1792,2,1,3,8,2,50018
160000,17400,1977,1126,2,0,3,5,2,50021
120500,9000,1971,864,1,0,3,5,2,50022
149700,7407,1957,1236,1,0,2,6,2,50027
197000,11584,1979,1725,2,1,3,6,2,50024
191000,11526,1922,2555,2,0,3,11,2,50016
149300,4426,2004,848,1,0,1,3,2,50015
310000,11003,2008,2007,2,1,3,10,3,50031
121000,8854,1916,952,1,0,2,4,1,50013
179600,8500,2004,1422,2,0,3,7,2,50015
129000,8400,1966,913,1,0,3,6,1,50029
157900,26142,1962,1188,1,0,3,6,1,50021
240000,10000,1995,2090,2,1,3,8,2,50015
112000,11767,1910,1346,1,1,2,6,1,50017
136000,9000,1974,1792,2,2,4,8,0,50022
145000,3675,2005,1072,1,0,2,5,2,50017
185000,7500,2004,1221,2,0,2,6,2,50031
175000,7917,1999,1647,2,1,3,7,2,50018
210000,13175,1978,2073,2,0,3,7,2,50024
266500,9042,1941,2340,2,0,4,9,1,50016
142125,9717,1950,1078,1,0,2,5,1,50022
147500,9937,1965,1256,1,1,3,6,1,50017
